Posted On,Size,Rent,No of Bedrooms,No of Bathrooms,Floor,Area Type,City,Condition of the House,Age of House (in Years),Overall Grade,Furnishing Status,Latitude,Longitude,Tenant Preferred,Point of Contact
06-06-22,750,12000,3,1.5,3,Super Area,Chennai,Fair,60,7,Unfurnished,47.5325,-122.378,Bachelors/Family,Contact Owner
12-05-22,647,12000,3,1,2,Super Area,Hyderabad,Fair,118,5,Unfurnished,47.5135,-122.257,Bachelors/Family,Contact Owner
24-06-22,1300,12000,2,1,2,Carpet Area,Hyderabad,Good,103,7,Furnished,47.5411,-122.391,Bachelors/Family,Contact Owner
10-06-22,1800,12000,2,1.75,2,Super Area,Hyderabad,Fair,35,8,Semi-Furnished,47.7581,-122.365,Bachelors/Family,Contact Owner
16-06-22,1050,12000,3,1.5,2,Super Area,Hyderabad,Fair,59,7,Semi-Furnished,47.5914,-122.136,Bachelors/Family,Contact Owner
09-06-22,700,12000,4,2,1,Carpet Area,Hyderabad,Fair,63,7,Unfurnished,47.4386,-122.285,Bachelors/Family,Contact Owner
25-06-22,745,12000,6,2,2,Super Area,Hyderabad,Good,75,5,Unfurnished,47.5096,-122.178,Bachelors/Family,Contact Owner
24-05-22,1000,12000,3,2.5,5,Super Area,Hyderabad,Fair,19,8,Unfurnished,47.6036,-122.015,Bachelors/Family,Contact Owner
22-06-22,1300,12000,4,3.5,1,Super Area,Hyderabad,Fair,47,9,Furnished,47.6099,-122.054,Bachelors/Family,Contact Owner
06-05-22,1000,12000,3,1,2,Super Area,Hyderabad,Good,60,6,Unfurnished,47.4624,-122.185,Bachelors/Family,Contact Owner
05-07-22,1100,12000,3,1,1,Super Area,Hyderabad,Good,95,5,Semi-Furnished,47.7146,-122.234,Bachelors/Family,Contact Owner
10-07-22,1250,12000,5,2.75,1,Carpet Area,Hyderabad,Fair,14,9,Semi-Furnished,47.5977,-121.981,Family,Contact Owner
29-06-22,1300,12000,3,2.5,1,Super Area,Hyderabad,Fair,19,8,Semi-Furnished,47.5338,-121.867,Bachelors/Family,Contact Owner
25-05-22,800,12000,3,1.5,3,Super Area,Hyderabad,Good,60,7,Unfurnished,47.4213,-122.322,Bachelors/Family,Contact Owner
29-05-22,1175,12000,5,3.25,4,Super Area,Hyderabad,Good,102,10,Unfurnished,47.5786,-122.287,Bachelors/Family,Contact Owner
26-06-22,1100,12000,4,2,2,Super Area,Hyderabad,Good,50,7,Unfurnished,47.7281,-122.181,Bachelors/Family,Contact Owner
02-07-22,1140,12000,3,2,3,Super Area,Hyderabad,Fair,56,7,Semi-Furnished,47.7296,-122.241,Family,Contact Owner
18-06-22,500,12000,3,2.5,0,Super Area,Hyderabad,Fair,14,8,Furnished,47.7733,-122.226,Bachelors/Family,Contact Owner
12-05-22,650,12000,4,3,3,Super Area,Hyderabad,Good,58,9,Unfurnished,47.5911,-122.177,Bachelors/Family,Contact Owner
10-06-22,1000,12000,4,1,2,Carpet Area,Hyderabad,Okay,54,7,Unfurnished,47.3168,-122.264,Bachelors,Contact Owner
06-06-22,900,12000,3,2.25,2,Carpet Area,Hyderabad,Good,37,8,Semi-Furnished,47.5018,-122.23,Bachelors/Family,Contact Owner
29-06-22,1150,12000,4,2.5,2,Carpet Area,Hyderabad,Fair,6,8,Furnished,47.3835,-122.095,Bachelors/Family,Contact Owner
25-05-22,1080,12000,4,2.25,1,Super Area,Hyderabad,Good,86,8,Semi-Furnished,47.5638,-122.38,Bachelors/Family,Contact Owner
28-04-22,1100,12000,4,2.5,2,Super Area,Hyderabad,Fair,25,9,Unfurnished,47.7094,-122.234,Bachelors/Family,Contact Owner
29-05-22,1200,12000,4,2,3,Super Area,Hyderabad,Excellent,64,6,Semi-Furnished,47.7461,-122.332,Bachelors/Family,Contact Owner
05-07-22,780,12000,3,1.75,0,Carpet Area,Hyderabad,Fair,69,7,Unfurnished,47.7219,-122.358,Bachelors,Contact Owner
06-05-22,1150,12000,3,1,4,Super Area,Hyderabad,Good,58,7,Semi-Furnished,47.3801,-122.289,Bachelors/Family,Contact Owner
06-05-22,130,12000,2,1,2,Super Area,Hyderabad,Fair,94,7,Unfurnished,47.6755,-122.331,Bachelors/Family,Contact Owner
01-05-22,1100,12000,3,2,3,Carpet Area,Hyderabad,Good,78,6,Unfurnished,47.5101,-122.246,Bachelors/Family,Contact Owner
06-05-22,200,12000,3,1,1,Carpet Area,Hyderabad,Fair,79,7,Unfurnished,47.6436,-122.405,Bachelors,Contact Owner
19-06-22,925,12000,3,2.5,1,Super Area,Hyderabad,Fair,28,8,Semi-Furnished,47.7002,-122.188,Bachelors/Family,Contact Owner
12-05-22,1200,12000,3,2.5,0,Super Area,Hyderabad,Fair,22,8,Semi-Furnished,47.5672,-122.005,Bachelors/Family,Contact Owner
22-06-22,1000,12000,3,2,4,Super Area,Hyderabad,Good,87,8,Semi-Furnished,47.6418,-122.351,Bachelors,Contact Owner
19-06-22,1000,12000,3,2.5,2,Super Area,Hyderabad,Fair,22,9,Unfurnished,47.6648,-122.137,Bachelors/Family,Contact Owner
20-05-22,300,12000,5,2.25,2,Super Area,Hyderabad,Fair,32,7,Semi-Furnished,47.5669,-121.905,Bachelors/Family,Contact Owner
08-07-22,1050,12000,3,2,2,Super Area,Hyderabad,Fair,24,9,Unfurnished,47.2737,-122.015,Bachelors/Family,Contact Owner
01-07-22,1300,12000,3,1,2,Carpet Area,Hyderabad,Good,63,7,Semi-Furnished,47.3632,-122.174,Bachelors,Contact Owner
10-06-22,600,12000,3,1.5,2,Super Area,Hyderabad,Good,96,8,Unfurnished,47.637,-122.361,Bachelors/Family,Contact Owner
08-07-22,800,12000,3,1.75,1,Super Area,Hyderabad,Good,31,7,Unfurnished,47.2931,-121.992,Bachelors/Family,Contact Owner
06-05-22,500,12000,3,2,5,Super Area,Hyderabad,Fair,69,7,Semi-Furnished,47.4745,-122.343,Bachelors/Family,Contact Owner
14-06-22,1300,12000,2,1,4,Super Area,Hyderabad,Fair,75,6,Unfurnished,47.7274,-122.337,Bachelors/Family,Contact Owner
09-07-22,840,12000,3,1.75,2,Super Area,Hyderabad,Fair,33,7,Unfurnished,47.5155,-122.189,Bachelors/Family,Contact Owner
09-05-22,1000,12000,3,1.5,1,Super Area,Hyderabad,Good,52,7,Semi-Furnished,47.4948,-122.134,Bachelors/Family,Contact Owner
12-06-22,1000,12000,2,1,3,Super Area,Hyderabad,Fair,67,7,Unfurnished,47.6731,-122.326,Bachelors/Family,Contact Owner
30-06-22,933,12000,4,1.75,1,Super Area,Hyderabad,Fair,52,8,Unfurnished,47.7228,-122.183,Bachelors,Contact Owner
29-06-22,1440,12000,3,1.5,5,Super Area,Hyderabad,Fair,50,7,Semi-Furnished,47.385,-122.085,Bachelors/Family,Contact Owner
25-06-22,1000,12000,4,3.5,1,Super Area,Hyderabad,Fair,13,9,Semi-Furnished,47.4398,-121.738,Bachelors/Family,Contact Owner
21-06-22,1275,12000,3,1.75,0,Carpet Area,Hyderabad,Fair,61,6,Unfurnished,47.5105,-122.36,Bachelors/Family,Contact Owner
09-05-22,1200,12000,4,2.25,0,Super Area,Hyderabad,Good,67,9,Semi-Furnished,47.7027,-122.378,Bachelors/Family,Contact Owner
08-07-22,1000,12000,2,1,2,Super Area,Hyderabad,Fair,79,7,Semi-Furnished,47.6482,-122.393,Bachelors/Family,Contact Owner
02-06-22,1000,12000,4,2.5,2,Super Area,Hyderabad,Fair,24,8,Unfurnished,47.3582,-122.191,Bachelors/Family,Contact Owner
25-06-22,700,12000,4,3,1,Super Area,Hyderabad,Fair,13,8,Semi-Furnished,47.3627,-122.199,Bachelors/Family,Contact Owner
12-05-22,1100,12000,2,1,3,Super Area,Hyderabad,Fair,71,7,Unfurnished,47.687,-122.381,Bachelors/Family,Contact Owner
20-05-22,550,12000,3,1,3,Super Area,Hyderabad,Fair,76,7,Unfurnished,47.7099,-122.35,Bachelors/Family,Contact Owner
12-05-22,1500,12000,4,1.75,1,Super Area,Hyderabad,Good,44,8,Furnished,47.5172,-122.17,Bachelors/Family,Contact Owner
12-05-22,100,12000,5,1.75,2,Super Area,Hyderabad,Fair,102,5,Semi-Furnished,47.6499,-121.908,Bachelors/Family,Contact Owner
12-05-22,900,12000,3,1,2,Super Area,Hyderabad,Fair,39,7,Semi-Furnished,47.4771,-122.322,Bachelors/Family,Contact Owner
06-07-22,1100,12000,5,2.75,2,Super Area,Hyderabad,Excellent,39,8,Semi-Furnished,47.5052,-122.372,Bachelors/Family,Contact Owner
06-07-22,1600,12000,3,3,4,Super Area,Hyderabad,Fair,27,10,Unfurnished,47.4036,-122.462,Bachelors/Family,Contact Owner
07-06-22,1000,12000,2,1,1,Super Area,Hyderabad,Fair,68,7,Semi-Furnished,47.6815,-122.291,Bachelors/Family,Contact Owner
14-06-22,700,12000,4,2.5,2,Super Area,Hyderabad,Fair,17,9,Semi-Furnished,47.6978,-122.284,Bachelors/Family,Contact Owner
11-06-22,1500,12000,3,1,2,Carpet Area,Hyderabad,Good,61,7,Unfurnished,47.4905,-122.18,Bachelors,Contact Owner
06-06-22,350,12000,4,2.25,3,Carpet Area,Hyderabad,Fair,43,7,Unfurnished,47.7352,-122.175,Bachelors,Contact Owner
06-07-22,1000,12000,4,2,0,Super Area,Hyderabad,Fair,118,7,Unfurnished,47.6089,-122.303,Bachelors/Family,Contact Owner
06-05-22,1300,12000,2,1,0,Super Area,Hyderabad,Good,70,6,Semi-Furnished,47.3282,-122.285,Bachelors/Family,Contact Owner
06-07-22,950,12000,4,2.5,2,Super Area,Hyderabad,Fair,16,8,Furnished,47.3229,-122.182,Bachelors/Family,Contact Owner
25-06-22,1200,12000,4,2.5,1,Super Area,Hyderabad,Fair,24,8,Unfurnished,47.2822,-122.34,Bachelors/Family,Contact Owner
09-07-22,980,12000,3,2.75,1,Super Area,Hyderabad,Fair,104,8,Unfurnished,47.617,-122.291,Bachelors/Family,Contact Owner
02-06-22,1350,12000,3,1,0,Super Area,Hyderabad,Fair,52,7,Unfurnished,47.2848,-122.223,Bachelors/Family,Contact Owner
12-06-22,700,12100,3,1.75,1,Carpet Area,Delhi,Excellent,78,6,Unfurnished,47.7336,-122.29,Bachelors,Contact Agent
06-07-22,1200,12333,4,2.75,6,Super Area,Hyderabad,Excellent,106,7,Unfurnished,47.6525,-122.333,Bachelors/Family,Contact Owner
25-06-22,850,12500,4,2.5,0,Super Area,Kolkata,Fair,13,8,Unfurnished,47.7073,-122.11,Bachelors/Family,Contact Owner
03-06-22,800,12500,4,1,1,Carpet Area,Kolkata,Excellent,85,5,Unfurnished,47.6621,-122.132,Bachelors,Contact Agent
18-06-22,950,12500,4,4,3,Super Area,Kolkata,Good,32,10,Semi-Furnished,47.5822,-121.987,Bachelors/Family,Contact Owner
25-04-22,750,12500,2,1,1,Carpet Area,Kolkata,Fair,93,7,Unfurnished,47.6338,-122.358,Bachelors/Family,Contact Owner
27-05-22,680,12500,3,2.25,2,Carpet Area,Kolkata,Fair,24,7,Unfurnished,47.3828,-122.023,Bachelors/Family,Contact Owner
12-05-22,1250,12500,3,2.25,0,Super Area,Kolkata,Good,29,8,Semi-Furnished,47.3759,-122.125,Bachelors/Family,Contact Owner
07-06-22,555,12500,2,1,1,Super Area,Mumbai,Fair,71,6,Unfurnished,47.4942,-122.304,Bachelors,Contact Owner
20-06-22,900,12500,4,3.75,1,Super Area,Bangalore,Good,28,10,Furnished,47.7237,-122.042,Bachelors/Family,Contact Owner
28-05-22,500,12500,4,2,3,Carpet Area,Bangalore,Good,99,6,Semi-Furnished,47.3084,-122.234,Bachelors/Family,Contact Owner
10-05-22,650,12500,4,2.5,2,Super Area,Bangalore,Good,49,9,Semi-Furnished,47.5671,-122.157,Bachelors/Family,Contact Owner
04-06-22,600,12500,3,1.75,1,Super Area,Bangalore,Excellent,40,7,Unfurnished,47.3583,-122.056,Bachelors/Family,Contact Owner
20-06-22,800,12500,4,2,3,Super Area,Bangalore,Good,52,7,Furnished,47.3056,-122.217,Bachelors/Family,Contact Owner
19-05-22,500,12500,4,2.5,3,Super Area,Bangalore,Fair,32,10,Semi-Furnished,47.6304,-122.051,Bachelors/Family,Contact Owner
24-06-22,750,12500,3,2.5,3,Super Area,Bangalore,Okay,39,7,Semi-Furnished,47.3025,-122.382,Bachelors/Family,Contact Owner
06-06-22,570,12500,4,2.75,2,Super Area,Bangalore,Fair,13,9,Semi-Furnished,47.5898,-121.989,Bachelors/Family,Contact Owner
23-06-22,600,12500,2,1,2,Super Area,Bangalore,Good,75,7,Furnished,47.4974,-122.231,Bachelors/Family,Contact Owner
08-06-22,950,12500,4,2.5,1,Super Area,Bangalore,Fair,39,7,Semi-Furnished,47.4056,-122.176,Bachelors/Family,Contact Owner
31-05-22,250,12500,4,2.5,10,Super Area,Delhi,Good,44,9,Furnished,47.6269,-122.09,Bachelors/Family,Contact Owner
17-06-22,200,12500,3,2.25,1,Super Area,Delhi,Good,89,7,Furnished,47.6773,-122.372,Bachelors/Family,Contact Owner
29-04-22,650,12500,3,2,1,Super Area,Delhi,Good,34,7,Semi-Furnished,47.6256,-122.059,Bachelors/Family,Contact Owner
10-05-22,900,12500,2,1,1,Super Area,Delhi,Good,80,7,Unfurnished,47.6726,-122.265,Bachelors,Contact Owner
12-05-22,450,12500,3,1.5,3,Carpet Area,Delhi,Fair,78,7,Furnished,47.6725,-122.272,Bachelors/Family,Contact Agent
05-07-22,500,12500,4,2.75,2,Carpet Area,Delhi,Good,49,8,Semi-Furnished,47.5901,-122.198,Bachelors/Family,Contact Agent
20-05-22,600,12500,4,2.5,2,Super Area,Chennai,Fair,51,7,Unfurnished,47.6955,-122.301,Bachelors/Family,Contact Owner
29-05-22,940,12500,3,2.75,1,Super Area,Chennai,Excellent,118,8,Unfurnished,47.6032,-122.285,Bachelors/Family,Contact Owner
06-07-22,400,12500,4,2.75,1,Super Area,Chennai,Fair,10,8,Unfurnished,47.7097,-122.305,Bachelors/Family,Contact Owner
28-05-22,630,12500,3,1,1,Carpet Area,Chennai,Good,66,8,Semi-Furnished,47.7135,-122.332,Bachelors,Contact Owner
27-05-22,900,12500,4,3.5,0,Carpet Area,Chennai,Fair,11,9,Unfurnished,47.5433,-121.887,Bachelors,Contact Owner
24-05-22,890,12500,3,1.75,2,Super Area,Chennai,Fair,68,7,Unfurnished,47.4667,-122.214,Bachelors,Contact Owner
02-06-22,600,12500,2,1,3,Super Area,Chennai,Fair,56,7,Furnished,47.4789,-121.779,Bachelors/Family,Contact Owner
25-05-22,500,12500,3,2,5,Super Area,Chennai,Excellent,65,7,Unfurnished,47.7719,-122.338,Bachelors/Family,Contact Owner
25-05-22,1000,12500,3,2.25,3,Super Area,Chennai,Fair,68,7,Semi-Furnished,47.7171,-122.32,Bachelors/Family,Contact Owner
29-06-22,1075,12500,3,1,0,Super Area,Chennai,Fair,63,7,Semi-Furnished,47.445,-122.276,Bachelors/Family,Contact Owner
18-06-22,590,12500,2,1.5,3,Super Area,Chennai,Fair,70,7,Unfurnished,47.6592,-122.399,Bachelors/Family,Contact Owner
06-05-22,1400,12500,3,2.25,2,Super Area,Hyderabad,Fair,78,9,Unfurnished,47.6455,-122.409,Bachelors/Family,Contact Owner
01-07-22,1250,12500,3,2.5,2,Carpet Area,Hyderabad,Fair,21,7,Semi-Furnished,47.6796,-122.39,Bachelors,Contact Owner
12-05-22,1000,12500,3,1,0,Super Area,Hyderabad,Fair,49,7,Semi-Furnished,47.4829,-122.124,Bachelors/Family,Contact Owner
08-07-22,1010,12500,4,3,2,Carpet Area,Hyderabad,Excellent,97,7,Unfurnished,47.6163,-122.293,Bachelors,Contact Owner
23-06-22,1100,12500,4,2.5,0,Carpet Area,Hyderabad,Fair,40,7,Unfurnished,47.7433,-121.982,Bachelors,Contact Owner
10-05-22,1450,12500,3,3,1,Super Area,Hyderabad,Good,107,8,Semi-Furnished,47.6313,-122.369,Bachelors/Family,Contact Owner
02-06-22,300,12500,3,3.25,2,Super Area,Hyderabad,Fair,15,10,Furnished,47.5464,-122.088,Bachelors/Family,Contact Owner
31-05-22,950,12500,1,1,0,Super Area,Hyderabad,Fair,110,7,Semi-Furnished,47.6829,-122.375,Bachelors/Family,Contact Owner
14-06-22,1200,12500,3,2,2,Super Area,Hyderabad,Fair,11,8,Unfurnished,47.7225,-122.029,Bachelors/Family,Contact Owner
25-05-22,1315,12500,3,2.5,5,Super Area,Hyderabad,Fair,27,7,Semi-Furnished,47.4099,-122.329,Bachelors/Family,Contact Owner
22-06-22,1200,12500,4,2.5,1,Super Area,Hyderabad,Fair,9,8,Semi-Furnished,47.7073,-122.114,Bachelors/Family,Contact Owner
10-06-22,850,12500,4,2,2,Carpet Area,Hyderabad,Good,108,7,Unfurnished,47.6719,-122.369,Bachelors,Contact Owner
11-06-22,900,12500,3,1,0,Super Area,Hyderabad,Good,89,8,Semi-Furnished,47.6718,-122.291,Bachelors/Family,Contact Owner
12-05-22,1100,12500,2,1,2,Super Area,Hyderabad,Fair,40,7,Semi-Furnished,47.4461,-121.769,Bachelors/Family,Contact Owner
16-05-22,1250,12500,3,2.25,0,Super Area,Hyderabad,Good,31,8,Unfurnished,47.6485,-122.121,Bachelors/Family,Contact Owner
30-04-22,1100,12500,2,1,1,Super Area,Hyderabad,Fair,80,6,Furnished,47.4914,-122.204,Bachelors/Family,Contact Owner
30-04-22,800,12500,2,2.25,0,Super Area,Hyderabad,Fair,10,8,Unfurnished,47.54,-122.368,Bachelors/Family,Contact Owner
03-07-22,550,13000,3,2,0,Carpet Area,Kolkata,Fair,31,7,Furnished,47.7288,-122.226,Bachelors/Family,Contact Agent
11-05-22,1200,13000,5,2.5,2,Super Area,Kolkata,Good,50,8,Semi-Furnished,47.5707,-122.128,Bachelors/Family,Contact Owner
10-06-22,1200,13000,3,1.75,6,Carpet Area,Kolkata,Fair,41,7,Unfurnished,47.726,-122.191,Bachelors/Family,Contact Owner
23-06-22,500,13000,3,2.25,2,Carpet Area,Kolkata,Fair,4,8,Furnished,47.6647,-122.284,Bachelors,Contact Agent
25-06-22,950,13000,4,2.75,5,Carpet Area,Kolkata,Excellent,58,8,Unfurnished,47.5376,-122.18,Bachelors/Family,Contact Owner
25-04-22,1000,13000,4,1,0,Carpet Area,Kolkata,Good,64,7,Semi-Furnished,47.5759,-122.137,Bachelors/Family,Contact Owner
15-06-22,650,13000,3,1.75,1,Carpet Area,Kolkata,Excellent,50,7,Semi-Furnished,47.3811,-122.087,Bachelors/Family,Contact Owner
23-06-22,300,13000,3,1.5,1,Super Area,Mumbai,Good,56,7,Unfurnished,47.3366,-122.306,Bachelors/Family,Contact Owner
16-05-22,600,13000,3,1.75,0,Carpet Area,Mumbai,Fair,33,7,Unfurnished,47.476,-121.755,Bachelors/Family,Contact Owner
17-05-22,385,13000,3,1.5,1,Carpet Area,Mumbai,Okay,52,7,Unfurnished,47.3099,-122.09,Family,Contact Agent
12-06-22,410,13000,5,2.75,1,Carpet Area,Mumbai,Good,42,8,Unfurnished,47.5196,-122.049,Family,Contact Agent
26-05-22,582,13000,3,2,3,Carpet Area,Mumbai,Fair,41,7,Furnished,47.736,-122.199,Family,Contact Owner
04-07-22,1000,13000,4,3,1,Super Area,Bangalore,Fair,4,9,Semi-Furnished,47.5917,-122.386,Bachelors/Family,Contact Owner
11-05-22,850,13000,6,3,1,Carpet Area,Bangalore,Fair,69,8,Semi-Furnished,47.506,-122.241,Family,Contact Agent
09-05-22,700,13000,3,1.75,2,Super Area,Bangalore,Fair,40,8,Semi-Furnished,47.4425,-122.133,Bachelors/Family,Contact Owner
16-06-22,700,13000,2,1,1,Carpet Area,Bangalore,Fair,67,6,Semi-Furnished,47.5294,-122.276,Bachelors/Family,Contact Owner
23-05-22,1000,13000,6,3.75,1,Carpet Area,Bangalore,Fair,10,9,Unfurnished,47.5211,-122.157,Bachelors/Family,Contact Owner
30-06-22,1000,13000,4,2.25,1,Carpet Area,Bangalore,Fair,31,9,Unfurnished,47.5623,-122.109,Bachelors/Family,Contact Owner
16-05-22,450,13000,3,1.5,2,Carpet Area,Bangalore,Fair,45,7,Furnished,47.4676,-122.184,Bachelors/Family,Contact Owner
11-06-22,1000,13000,4,1.5,0,Super Area,Bangalore,Fair,52,7,Semi-Furnished,47.4982,-122.345,Bachelors/Family,Contact Owner
23-06-22,600,13000,3,1.75,4,Super Area,Bangalore,Excellent,92,7,Unfurnished,47.5797,-122.405,Bachelors/Family,Contact Owner
27-06-22,600,13000,3,2.5,1,Super Area,Bangalore,Fair,10,8,Semi-Furnished,47.589,-122.387,Bachelors/Family,Contact Owner
10-05-22,1180,13000,2,1,0,Carpet Area,Bangalore,Fair,107,6,Semi-Furnished,47.4017,-122.321,Family,Contact Owner
23-06-22,780,13000,4,2.5,0,Carpet Area,Bangalore,Fair,30,10,Semi-Furnished,47.6671,-122.057,Bachelors/Family,Contact Agent
27-05-22,650,13000,4,1.75,1,Super Area,Bangalore,Fair,49,7,Unfurnished,47.3413,-122.048,Bachelors/Family,Contact Owner
04-06-22,1000,13000,3,2.5,2,Super Area,Bangalore,Fair,23,8,Furnished,47.569,-122.007,Bachelors/Family,Contact Owner
19-05-22,750,13000,4,2.25,1,Super Area,Bangalore,Fair,34,10,Semi-Furnished,47.5637,-122.112,Bachelors/Family,Contact Owner
27-05-22,500,13000,4,2.5,1,Super Area,Bangalore,Fair,17,8,Furnished,47.3781,-122.126,Bachelors/Family,Contact Owner
27-06-22,600,13000,2,1,1,Super Area,Bangalore,Fair,69,6,Semi-Furnished,47.5186,-122.375,Bachelors/Family,Contact Owner
29-04-22,1000,13000,2,1,1,Super Area,Bangalore,Fair,75,6,Semi-Furnished,47.53,-122.351,Bachelors/Family,Contact Owner
02-07-22,850,13000,3,2,3,Carpet Area,Bangalore,Good,91,8,Semi-Furnished,47.5597,-122.267,Family,Contact Owner
08-06-22,1000,13000,2,1,0,Super Area,Bangalore,Okay,67,5,Unfurnished,47.4799,-122.296,Bachelors/Family,Contact Owner
06-07-22,500,13000,3,2.75,1,Carpet Area,Bangalore,Fair,23,7,Semi-Furnished,47.3812,-122.023,Bachelors,Contact Agent
29-06-22,700,13000,3,1,1,Super Area,Bangalore,Excellent,59,7,Semi-Furnished,47.5121,-122.17,Bachelors/Family,Contact Owner
29-06-22,700,13000,3,2,1,Super Area,Bangalore,Fair,25,8,Semi-Furnished,47.3693,-122.041,Bachelors/Family,Contact Owner
24-06-22,550,13000,3,1.75,1,Carpet Area,Delhi,Fair,56,8,Semi-Furnished,47.7437,-122.291,Bachelors,Contact Agent
31-05-22,70,13000,3,2.25,3,Super Area,Delhi,Good,52,10,Semi-Furnished,47.5571,-122.216,Bachelors/Family,Contact Owner
02-07-22,550,13000,4,2.5,1,Carpet Area,Delhi,Fair,23,8,Semi-Furnished,47.685,-122.158,Bachelors,Contact Agent
18-05-22,400,13000,4,2.5,0,Carpet Area,Delhi,Good,67,9,Semi-Furnished,47.5988,-122.207,Bachelors,Contact Agent
29-04-22,350,13000,3,1,0,Super Area,Delhi,Fair,55,7,Furnished,47.6326,-122.119,Bachelors/Family,Contact Owner
10-05-22,455,13000,3,2.5,2,Super Area,Delhi,Good,45,10,Unfurnished,47.3424,-122.326,Bachelors/Family,Contact Owner
23-05-22,512,13000,3,1,2,Carpet Area,Delhi,Excellent,92,7,Furnished,47.6838,-122.352,Bachelors/Family,Contact Agent
22-06-22,1000,13000,5,3.25,2,Carpet Area,Delhi,Excellent,48,8,Unfurnished,47.4952,-122.068,Bachelors/Family,Contact Owner
29-04-22,100,13000,3,1.75,2,Super Area,Delhi,Fair,75,8,Semi-Furnished,47.6732,-122.272,Bachelors/Family,Contact Owner
29-04-22,95,13000,4,1.75,3,Super Area,Delhi,Fair,71,9,Semi-Furnished,47.6765,-122.404,Bachelors/Family,Contact Owner
27-05-22,400,13000,3,1.75,1,Carpet Area,Delhi,Good,70,6,Semi-Furnished,47.6893,-122.167,Bachelors/Family,Contact Agent
29-04-22,900,13000,4,2.5,2,Super Area,Delhi,Fair,16,7,Semi-Furnished,47.4941,-122.19,Bachelors/Family,Contact Owner
05-05-22,180,13000,3,2.25,3,Carpet Area,Delhi,Fair,52,8,Unfurnished,47.4436,-122.21,Bachelors,Contact Owner
29-04-22,70,13000,3,1.75,0,Super Area,Delhi,Fair,68,7,Unfurnished,47.4181,-122.339,Bachelors/Family,Contact Owner
04-06-22,400,13000,2,2,2,Carpet Area,Delhi,Fair,19,7,Unfurnished,47.6948,-122.364,Bachelors,Contact Agent
14-05-22,720,13000,3,1.75,1,Super Area,Delhi,Fair,39,7,Semi-Furnished,47.5137,-122.37,Bachelors/Family,Contact Owner
31-05-22,550,13000,4,1,1,Carpet Area,Delhi,Fair,45,7,Semi-Furnished,47.7204,-122.18,Bachelors/Family,Contact Owner
18-05-22,550,13000,3,2.5,1,Carpet Area,Delhi,Fair,19,9,Unfurnished,47.7641,-122.306,Bachelors,Contact Agent
14-05-22,400,13000,3,1.75,0,Carpet Area,Delhi,Fair,34,8,Unfurnished,47.6601,-122.135,Bachelors,Contact Agent
30-06-22,40,13000,3,1.75,0,Carpet Area,Delhi,Good,44,8,Furnished,47.6608,-122.035,Bachelors/Family,Contact Agent
04-06-22,70,13000,4,2.5,0,Super Area,Delhi,Fair,15,9,Semi-Furnished,47.6292,-122.024,Bachelors/Family,Contact Owner
18-05-22,650,13000,3,2.5,0,Carpet Area,Delhi,Fair,14,8,Unfurnished,47.6978,-122.318,Bachelors/Family,Contact Agent
30-04-22,600,13000,3,1,0,Super Area,Chennai,Fair,62,7,Semi-Furnished,47.4105,-122.295,Bachelors/Family,Contact Owner
07-06-22,680,13000,3,1.5,1,Super Area,Chennai,Good,51,7,Unfurnished,47.3665,-122.107,Bachelors/Family,Contact Owner
22-06-22,900,13000,3,1.75,1,Super Area,Chennai,Fair,31,7,Unfurnished,47.7315,-122.226,Bachelors/Family,Contact Owner
13-06-22,850,13000,3,1.5,2,Carpet Area,Chennai,Fair,70,7,Unfurnished,47.5292,-122.348,Family,Contact Owner
20-05-22,660,13000,2,1.5,0,Carpet Area,Chennai,Fair,16,7,Semi-Furnished,47.5916,-122.293,Family,Contact Agent
07-06-22,965,13000,3,2.5,1,Super Area,Chennai,Fair,13,7,Semi-Furnished,47.3606,-122.039,Bachelors/Family,Contact Owner
29-06-22,1000,13000,2,1.75,1,Super Area,Chennai,Fair,97,7,Unfurnished,47.6645,-122.326,Bachelors/Family,Contact Owner
